"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.creators","metaResult.properties.category","metaResult.properties.files","metaResult.collection.name","metaResult.collection.family"
"[""2iMvGiLUg8iPVb6hx6CuD85PimsSUTdJuH8MK1MGEikX"",""A24hPdr83c4vYQSrXBTHWqGHk94RdMFe9nsGf3dMhaQE""]","Skelly Gang #417","[0,100]","","https://arweave.net/11kgPP4rYA9It1d1OryWvkz1wuUQv5lV3c_UwY6vCw4","[1,0]",true,"6tFfd43RMcRVG6mVQWV3a7MgNdiJQWLQqFDwvM6hZD6o",true,"KPc6R78yEFaSw5XpjJnvmDUmQHTTjAYpBr77WZRov4L","https://explorer.solana.com/address/6tFfd43RMcRVG6mVQWV3a7MgNdiJQWLQqFDwvM6hZD6o","Skelly Gang #417"," ","The Solana Blockchain's NFT Skeleton Turf War",800,"https://arweave.net/ETOPcN2qIH-ZrWu8wwBwKjWbF689lmdTYV8I_9CMri4","[{""trait_type"":""BACKGROUND"",""value"":""BLUE""},{""trait_type"":""SKELETON"",""value"":""SKELETON""},{""trait_type"":""OUTFIT"",""value"":""GREEN HOODIE""},{""trait_type"":""EAR"",""value"":""NONE""},{""trait_type"":""GLASSES"",""value"":""RED EYES""},{""trait_type"":""HATS"",""value"":""NONE""},{""trait_type"":""MOUTH"",""value"":""NONE""},{""trait_type"":""NECKLACE"",""value"":""BOWTIE""},{""trait_type"":""GANG"",""value"":""BLACK SUIT""}]","[{""address"":""A24hPdr83c4vYQSrXBTHWqGHk94RdMFe9nsGf3dMhaQE"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/ETOPcN2qIH-ZrWu8wwBwKjWbF689lmdTYV8I_9CMri4""}]",,
"[""FQCrdEfDTLUQtz3V7sqKr6g6twSEr6hSdAcwnLRx4j4W"",""CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm""]","Tech Folk #2057","[0,100]","TF","https://arweave.net/DL2NQ_KwSqHPY_FWZRt8I8SgcoGdiV_7fG42cfpUNtU","[1,0]",true,"E6cfMTWk72EKnD7fMwPc4p4dPWDncEWdvV1BY2MZTaW8",true,"CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm","https://explorer.solana.com/address/E6cfMTWk72EKnD7fMwPc4p4dPWDncEWdvV1BY2MZTaW8","Tech Folk #2057","TF","Tech Folk is an NFT collection and Startup Simulation Game on the Solana Blockchain",500,"https://www.arweave.net/swlCYdaJufhm9aM7AEscQCwD-JTDBEU3QfjwXJ2PUH4?ext=png","[{""trait_type"":""Core Skill"",""value"":""Designer""},{""trait_type"":""Background"",""value"":""orange""},{""trait_type"":""Skin"",""value"":""brown""},{""trait_type"":""Eyes"",""value"":""grey""},{""trait_type"":""Clothes"",""value"":""blue button up""},{""trait_type"":""Head"",""value"":""wsb orange""},{""trait_type"":""Mouth"",""value"":""smile right""},{""trait_type"":""Nose"",""value"":""C 1""},{""trait_type"":""Glasses"",""value"":""nerd""},{""trait_type"":""Foreground"",""value"":""foreground""},{""trait_type"":""Title"",""value"":""Graphic Designer""},{""trait_type"":""Vibe"",""value"":""I like the coin""},{""trait_type"":""Vice"",""value"":""Pretends to care""}]","[{""address"":""CxvfEmGzPbvKaV9gknoWaaMcdsTyQhAjG6poP1Lz1gSm"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/swlCYdaJufhm9aM7AEscQCwD-JTDBEU3QfjwXJ2PUH4?ext=png"",""type"":""image/png""}]",,
"[""D1oLzEg4X4928QPjnLoY2XrDNNoRjCiGUMsQUiF7Q8n3""]","War Monkey #1060","[100]","War Monkey","https://ipfs.io/ipfs/Qmf2FDhetxoxDrouXrhmx4DirY5wshfL5mLxipGr8En7yJ","[1]",true,"4J42XhyCdEyqiBfe6KPopG4ahJDMbomECJ57cvGtxLie",false,"D1oLzEg4X4928QPjnLoY2XrDNNoRjCiGUMsQUiF7Q8n3","https://explorer.solana.com/address/4J42XhyCdEyqiBfe6KPopG4ahJDMbomECJ57cvGtxLie","War Monkey #1060","War Monkey","War Monkeys by Warzone. A collection of 5000 sophisticated monkey exoskeletons that house the legendary fighters of the SOL chain. Carrying them into battle alongside their new, war hungry allies, the Warzone FREAKZ.",0,"https://ipfs.io/ipfs/QmWux3gWLVFGDRvw8aNm5iGYBXRFfrbTX6PRLLvPLCWzZA","[{""trait_type"":""Attributes Count"",""value"":2},{""trait_type"":""Type"",""value"":""Brown""},{""trait_type"":""Clothes"",""value"":""Green Shirt""},{""trait_type"":""Ears"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Blue Backwards Cap""}]","[{""address"":""D1oLzEg4X4928QPjnLoY2XrDNNoRjCiGUMsQUiF7Q8n3"",""verified"":true,""share"":100}]","image",,"War Monkey","War Monkey"
"[""8E6YCfNG1VnjZYB6RXKnvfTeZYX5yTcMuYo4DwjUmZ8k"",""e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu""]","Chinese Drag0ns #676","[0,100]","CD0","https://arweave.net/LWITMxKXI6BeVOSCUO76lKR-G5J7SzYKoqzW6cMm5Kw","[1,0]",true,"Be6QKubHni8oNGMWqN2NswCmj7q9Ce776cXCAd1fQp6i",true,"e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu","https://explorer.solana.com/address/Be6QKubHni8oNGMWqN2NswCmj7q9Ce776cXCAd1fQp6i","Chinese Drag0ns #676","CD0","An exclusive collection of 1,666 Chinese Drag0nNFTs on the Solana Blockchain",1000,"https://www.arweave.net/7F7ChEfRdZlTdH9jBW-4lWW5RqqtPIeiy8jm7Rzu6yQ?ext=png","[{""trait_type"":""Background"",""value"":""charm""},{""trait_type"":""body"",""value"":""Sky""},{""trait_type"":""breath"",""value"":""none""},{""trait_type"":""eyes"",""value"":""Purple eyes""},{""trait_type"":""hat"",""value"":""Horn""},{""trait_type"":""marble"",""value"":""none""}]","[{""address"":""e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/7F7ChEfRdZlTdH9jBW-4lWW5RqqtPIeiy8jm7Rzu6yQ?ext=png"",""type"":""image/png""}]",,
"[""2oFY3Y6E19mwMzZ1xqFHPfPoqH6nrDBbugNqDojSae9v"",""9e4P9c1NummiMCWFtgX53ZMiJsnFzxw5Ujma6MYxGYDi"",""5BMQFFCJMKZAg6qPkGMWFLN8jWaQBJ9YAGocJBjtaXiv"",""CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN""]","Metafrog 734","[0,85,5,10]","","https://arweave.net/GHBpNwsaIevsvJGeKqCPET9AuMXv8OIB_Lz49qlNbPs","[1,0,0,0]",true,"E1V5L7YA8rQnvKs6sRsXM4YNSn49tZfB5vpFu1E1198j",true,"CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN","https://explorer.solana.com/address/E1V5L7YA8rQnvKs6sRsXM4YNSn49tZfB5vpFu1E1198j","Metafrog 734","","Notorious for discovering the mutant gene, the Metafrogs have eliminated the previous leaders in government and have taken control of all business conducted in the Metaverse.",500,"https://arweave.net/tok6yMNmJfzRR9OqYwYlsCvlirFlB7HGx0-6NQcYIZ8","[{""trait_type"":""Background "",""value"":""Yellow""},{""trait_type"":""Body"",""value"":""Tree Frog""},{""trait_type"":""Dress"",""value"":""Formal""},{""trait_type"":""Ties"",""value"":""Solana""},{""trait_type"":""Items"",""value"":""$$$""},{""trait_type"":""Mouth"",""value"":""Grrr""},{""trait_type"":""Hats"",""value"":""Antenna""},{""trait_type"":""Eyes"",""value"":""Euros""}]","[{""address"":""9e4P9c1NummiMCWFtgX53ZMiJsnFzxw5Ujma6MYxGYDi"",""share"":85},{""address"":""5BMQFFCJMKZAg6qPkGMWFLN8jWaQBJ9YAGocJBjtaXiv"",""share"":5},{""address"":""CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN"",""share"":10}]",,"[{""type"":""image/png"",""uri"":""https://arweave.net/tok6yMNmJfzRR9OqYwYlsCvlirFlB7HGx0-6NQcYIZ8""}]","Metafrog","Metafrog Business Club"
"[""Cz6VHXmCyKXvJVQ2iXgkADWGG2f2Mo5U7Hrv8Mp39WoV"",""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7""]","Goldie #102","[0,33,33,34]","GOLD","https://arweave.net/yCfjmPaeU2xI1GveTW-vsY_8hnBxTtdXv2j6v-XwFa8","[1,0,0,0]",true,"2ZV4RHv9iduhaZ4G1x3xx3XpyeDiv1DrVcYguJNpE9nj",true,"HcKQ7CymD9TNsr4e5YJohb3WU8uwkDSgHQ83vWmsZStk","https://explorer.solana.com/address/2ZV4RHv9iduhaZ4G1x3xx3XpyeDiv1DrVcYguJNpE9nj","Goldie #102","GOLD","6,666 unique fishes swimming in the Solana fishtank.",500,"https://www.arweave.net/sSGPDDLPvf7arbTjkfDROLYBRbg17FDPCxaqyCgXxdM?ext=png","[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Body"",""value"":""Orange""},{""trait_type"":""Tail"",""value"":""Zombie""},{""trait_type"":""Fins"",""value"":""Robot""},{""trait_type"":""Eyes"",""value"":""Thug Sunnies""},{""trait_type"":""Headgear"",""value"":""None""},{""trait_type"":""Faction"",""value"":""Pet Store""}]","[{""address"":""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""share"":33},{""address"":""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""share"":33},{""address"":""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7"",""share"":34}]",,"[{""uri"":""https://www.arweave.net/sSGPDDLPvf7arbTjkfDROLYBRbg17FDPCxaqyCgXxdM?ext=png"",""type"":""image/png""}]",,
"[""FYmTuomXJdukfkgHKf7MzVbkrWQxWt6LfbaCjdGWZ5ct"",""bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa""]","Detown Cow #3230","[0,100]","DTC","https://arweave.net/Z3rAVNBYNZkJubwaU2nPuXWrPnIF77_tUnKwxzI4qD8","[1,0]",true,"4WdzkRgGJDC4TuTKvDhsoqSqp9Ds48U1x2w5pktipYzu",true,"bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa","https://explorer.solana.com/address/4WdzkRgGJDC4TuTKvDhsoqSqp9Ds48U1x2w5pktipYzu","Detown Cow #3230","DTC","An adorable cow living in Detown",800,"https://www.arweave.net/Qgu_dQrAtM1KSWlYshOtv1gDVUSVo2HYK_9N5UdVw0I?ext=png","[{""trait_type"":""Eyes"",""value"":""Heart Glasses""},{""trait_type"":""Horns"",""value"":""Black""},{""trait_type"":""Body"",""value"":""Gold""},{""trait_type"":""Mouth"",""value"":""Beaming Smile""},{""trait_type"":""Background"",""value"":""Desert""}]","[{""address"":""bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/Qgu_dQrAtM1KSWlYshOtv1gDVUSVo2HYK_9N5UdVw0I?ext=png"",""type"":""image/png""}]","Detown Cows","Detown"
"[""umpYJY893rxuwWMGF2g1o2NuU5kAAmnQVEA1xWFtvHf"",""2xesrD8aZShfK4GrKeNTyXBmgwfP8AKg8ciUJcpRLWLY"",""AShPyMnpH1yxh9xGXR5EZLnHiVfccBeGjyBEfMhQ3Ca4"",""GmRXi6FEbfBJkwVTGNMPjDfBjJsLuxGhxESbbuJMz5w4"",""9S29fC4aYCxBdLi3QVFqdXRHiXDcAb3pAPrB5eRtxyqG""]","The Hellions #632","[0,10,78,8,4]","HELL","https://arweave.net/bdIuP443h4kKR0AkMNfwAssrO6N7_BRoiImLyHbXxbg","[1,0,0,0,0]",true,"9Pd8btkUXVWzt66aNaZDYbjEpX2Amah5JrFrmR57GTPA",true,"HELLNodkWCKyj7b9DN79GgNzMRBrzNeWS4o7EWDVywbY","https://explorer.solana.com/address/9Pd8btkUXVWzt66aNaZDYbjEpX2Amah5JrFrmR57GTPA","The Hellions #632","HELL",,500,"https://www.arweave.net/2xftE1zqIr7NkMqlybFutyBataWQ5NZJLJUbvEoQWWw?ext=png","[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Eyes"",""value"":""Blue""},{""trait_type"":""Skin Type"",""value"":""Light""},{""trait_type"":""Grills"",""value"":""None""},{""trait_type"":""Halo"",""value"":""Solana""},{""trait_type"":""Head"",""value"":""Man Bun""},{""trait_type"":""Back"",""value"":""Katana""},{""trait_type"":""Horns"",""value"":""White""},{""trait_type"":""Tattoo"",""value"":""None""},{""trait_type"":""Clothes"",""value"":""Puffer""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Earring"",""value"":""None""},{""trait_type"":""Expression"",""value"":""Alert""}]","[{""address"":""2xesrD8aZShfK4GrKeNTyXBmgwfP8AKg8ciUJcpRLWLY"",""share"":10},{""address"":""AShPyMnpH1yxh9xGXR5EZLnHiVfccBeGjyBEfMhQ3Ca4"",""share"":78},{""address"":""GmRXi6FEbfBJkwVTGNMPjDfBjJsLuxGhxESbbuJMz5w4"",""share"":8},{""address"":""9S29fC4aYCxBdLi3QVFqdXRHiXDcAb3pAPrB5eRtxyqG"",""share"":4}]",,"[{""uri"":""https://www.arweave.net/2xftE1zqIr7NkMqlybFutyBataWQ5NZJLJUbvEoQWWw?ext=png"",""type"":""image/png""}]","The Hellions","The Hellions"
"[""HMssHCS8rj4tStuFtkuuEDn382wamyXvKooizrX3ZrBg"",""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd""]","Saint Levi #605","[0,50,50]","SL","https://arweave.net/kWpNhpleb84BOQtax3TKWuZvpo8EyF2CIRKYP2vUass","[1,0,0]",true,"6itqDMyQ2jvJe7WM9VZ4Wmx3iDrezQw7nkmzvHPPzmYZ",true,"9tqDoTaTnM1VVDgcvSGs9NvbvJtWUNHb4BsSagxaeoSJ","https://explorer.solana.com/address/6itqDMyQ2jvJe7WM9VZ4Wmx3iDrezQw7nkmzvHPPzmYZ","Saint Levi #605","SL","First TV Show Streaming on The Solana Blockchain",500,"https://www.arweave.net/s_UNPAcQb_x_E5iyrUimgffzlQ3gakiSXGuNKiBp2aY?ext=png","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Body"",""value"":""Regular Body""},{""trait_type"":""Mouth"",""value"":""Fangs""},{""trait_type"":""Eyes"",""value"":""Third Eye""},{""trait_type"":""Head"",""value"":""DuRag""}]","[{""address"":""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""share"":50},{""address"":""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd"",""share"":50}]","image","[{""uri"":""https://www.arweave.net/s_UNPAcQb_x_E5iyrUimgffzlQ3gakiSXGuNKiBp2aY?ext=png"",""type"":""image/png""}]","Saint Levi","Saint Levi"
"[""G2wk7gGPkXcLg4qnRBTDNtdk6EVC33mT49745BWmytPw"",""3YMTCeTbbipUaqtSUexKsnevcXTMWWReB3Qy9MKZBfVJ"",""4UewNKUmiFGpas6W4yXT4Fw2U8GAGUAHHpdUNfn5Pw4K"",""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf""]","SDBS Ticket #407","[0,40,40,20]","SDBS","https://arweave.net/GMe-o8_06FYPdlng9h0elMM0xHDIDMOgc8qkZ27PmR0","[1,0,0,0]",true,"4sQkkrJcgKoZ6eVHDoA2evakkmg7gyjzgP6PURqaJGEM",true,"UK2gDfghVSqUjds6CMv7LB6KFroiAE4x7ipHBTMngCJ","https://explorer.solana.com/address/4sQkkrJcgKoZ6eVHDoA2evakkmg7gyjzgP6PURqaJGEM","SDBS Ticket #407","SDBS","Solana Daily Big Shots is your entry into the Big Shot Foxes world. By holding this ticket you get 1 Big Shot Fox in exchange. You will also be eligible for the daily raffle of 5 SOL. Remember to exchange this ticket at the end of the expiration date for secure floor or a random Big Shot Fox.",1000,"https://www.arweave.net/A_MWkSvTyJMVFrlhCm6OwJKEbh0-E0XhEnxhGneGeZs?ext=gif","[{""trait_type"":""type"",""value"":""Golden""},{""trait_type"":""rank"",""value"":""Common""}]","[{""address"":""3YMTCeTbbipUaqtSUexKsnevcXTMWWReB3Qy9MKZBfVJ"",""share"":40},{""address"":""4UewNKUmiFGpas6W4yXT4Fw2U8GAGUAHHpdUNfn5Pw4K"",""share"":40},{""address"":""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf"",""share"":20}]","image","[{""uri"":""https://www.arweave.net/A_MWkSvTyJMVFrlhCm6OwJKEbh0-E0XhEnxhGneGeZs?ext=gif"",""type"":""image/gif""}]",,
"[""5aSiBFsYGxgFSEUC7S7MmGqHPWVgaN8rjucps1EZZstT"",""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf""]","Big Shot Foxes #904","[0,70,30]","BSF","https://arweave.net/HetG94xiQOUBvNyZW3g0tFp7di7SYAk33U7QBOzoSoQ","[1,0,0]",true,"CkiyssZp28JV2wGQt7A3CdgPbnEZQGGgBTBn7fjsbw51",true,"UK2gDfghVSqUjds6CMv7LB6KFroiAE4x7ipHBTMngCJ","https://explorer.solana.com/address/CkiyssZp28JV2wGQt7A3CdgPbnEZQGGgBTBn7fjsbw51","Big Shot Foxes #904","BSF","Big Shot Foxes is an NFT collection building the main mini-game hub in Solana. Rev share, stake, breed, and earn $BigCandy via staking and on-chain games.",1000,"https://arweave.net/pgxw6Tiw7K52TxGyRsqeHJYlQLFEaDzETE1AlapNBYc?ext=png","[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Fur"",""value"":""Orange normal""},{""trait_type"":""Clothing"",""value"":""Shirt no sleeves plain green""},{""trait_type"":""Hat"",""value"":""None""},{""trait_type"":""Eyebrows"",""value"":""Happy""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Earring"",""value"":""None""},{""trait_type"":""Mask"",""value"":""Woody peace""}]","[{""address"":""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""share"":70},{""address"":""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf"",""share"":30}]","image","[{""uri"":""903.png"",""type"":""image/png""}]",,
"[""Cz6VHXmCyKXvJVQ2iXgkADWGG2f2Mo5U7Hrv8Mp39WoV"",""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7""]","Goldie #489","[0,33,33,34]","GOLD","https://arweave.net/3rmhhQ8a0O0Y-z2rMkCVWYaylpTiXAImv92qCCeRWwI","[1,0,0,0]",true,"FQabg7nK8YiSvEz4AaQ6LMn14YztBZNS5bkVVKNTosE8",true,"HcKQ7CymD9TNsr4e5YJohb3WU8uwkDSgHQ83vWmsZStk","https://explorer.solana.com/address/FQabg7nK8YiSvEz4AaQ6LMn14YztBZNS5bkVVKNTosE8","Goldie #489","GOLD","6,666 unique fishes swimming in the Solana fishtank.",500,"https://www.arweave.net/mI5sxdienDEGvre1RowI8TErTnJUDwMsAslUg4mwAF4?ext=png","[{""trait_type"":""Background"",""value"":""Gold""},{""trait_type"":""Body"",""value"":""Black""},{""trait_type"":""Tail"",""value"":""Robot""},{""trait_type"":""Fins"",""value"":""Robot""},{""trait_type"":""Eyes"",""value"":""Happy""},{""trait_type"":""Headgear"",""value"":""None""},{""trait_type"":""Faction"",""value"":""Sewers""}]","[{""address"":""4Yxdk7BrLWV4gfX5or13EyVPtYXRAwFzzgxrGvduiAQY"",""share"":33},{""address"":""2sxFLJLNckqxrx5nY8cPgRVtugwUyKnPeuuhkL8C7xJ6"",""share"":33},{""address"":""9C8AB9JeCNQscKNoUyGxbQcepBjegRkFem7CiQoN4GL7"",""share"":34}]",,"[{""uri"":""https://www.arweave.net/mI5sxdienDEGvre1RowI8TErTnJUDwMsAslUg4mwAF4?ext=png"",""type"":""image/png""}]",,
"[""9Z7eX9et7SE4pHMNJLKyXacncB6u81f69zRjLRWmttyd""]","BrokenMaze-49","[100]","BrokenMaze","https://www.arweave.net/doTwZq8WAyu96Q9vvanH8LjdETMJoGM_ayWoJwOl0VQ","[1]",true,"HaoF3e3cFTGgGt1Uvu8yjTJsfVKCfhn4ywDTx7fdEZz4",false,"9Z7eX9et7SE4pHMNJLKyXacncB6u81f69zRjLRWmttyd","https://explorer.solana.com/address/HaoF3e3cFTGgGt1Uvu8yjTJsfVKCfhn4ywDTx7fdEZz4","BrokenMaze-49","BrokenMaze","",500,"https://www.arweave.net/lWg7Qg18DIvHlUtCUbQhFFWaKHR4I4VnEaFpKoUsNSo?ext=jpeg","[]","[{""address"":""DcNuJyqxdJtuS5kvE66toG3B96GgwSSFdDpWtHbaETVS"",""share"":100}]",,"[{""uri"":""https://www.arweave.net/lWg7Qg18DIvHlUtCUbQhFFWaKHR4I4VnEaFpKoUsNSo?ext=jpeg"",""type"":""image/jpeg""}]",,
"[""2SyvUMnxCQbi95QVwpbk5GRZYaDB21bzs8t2qBYVCpJZ"",""7HEQzDVTgSHHJwkjhHzhstnVXgwAo7Z556WmBVsq3RJN""]","DEA Dogs #350","[0,100]","DEA","https://arweave.net/2A8ncgiWzClCerpP1Bwgh_lPQCbeJr9RwhR6zEGCUUw","[1,0]",true,"2Dro4ASpCi3hpM8mFKZskSQBpPZrBPo3E5Wd4nmf4hBD",true,"5WY1xpA6fqBWtEopMG7XCUKQNzj8xoqLh2A7ych7WaCF","https://explorer.solana.com/address/2Dro4ASpCi3hpM8mFKZskSQBpPZrBPo3E5Wd4nmf4hBD","DEA Dogs #350","DEA","3333 DEA Dogs combatting Rezion City's illicit drug trade.",800,"https://www.arweave.net/QU_0z45xRFgTEwCJMvqa0gBdpU0ENEcWHG3cVVyoSdk?ext=png","[{""trait_type"":""Background"",""value"":""Sky Blue""},{""trait_type"":""Body"",""value"":""Brown""},{""trait_type"":""Eyes"",""value"":""Happy""},{""trait_type"":""Headwear"",""value"":""Empty""},{""trait_type"":""Outfit"",""value"":""Basketball Jersey""},{""trait_type"":""Collar"",""value"":""No Collar""},{""trait_type"":""Mouth"",""value"":""Aggressive""}]","[{""address"":""7HEQzDVTgSHHJwkjhHzhstnVXgwAo7Z556WmBVsq3RJN"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/QU_0z45xRFgTEwCJMvqa0gBdpU0ENEcWHG3cVVyoSdk?ext=png"",""type"":""image/png""}]",,
"[""71w8xwPJpiUrUdp6HTwcd29AXX7t7cVS72RNmkDzaVwv""]","Fracture #7","[100]","FRCT","https://arweave.net/PJHkjzJ2cteigMT1jy6XRxOpZT-fw7566y42OMPx5Xo","[1]",true,"Chn3gkfvupwWKPzptcFsKM4RbxUagXzXLraU7srKiysH",false,"71w8xwPJpiUrUdp6HTwcd29AXX7t7cVS72RNmkDzaVwv","https://explorer.solana.com/address/Chn3gkfvupwWKPzptcFsKM4RbxUagXzXLraU7srKiysH","Fracture #7","FRCT","A collection of 13 beautiful banners entirely created with the help of custom AI algorithms

From INNOMINATE with love",500,"https://www.arweave.net/l_K-W2g7XWzybsjUl2UT7E5FjurFR7Ic3RH1-1YPYv4?ext=jpg","[{""trait_type"":""Fracture"",""value"":""None""}]","[{""address"":""71w8xwPJpiUrUdp6HTwcd29AXX7t7cVS72RNmkDzaVwv"",""verified"":true,""share"":100}]","image","[{""uri"":""https://www.arweave.net/l_K-W2g7XWzybsjUl2UT7E5FjurFR7Ic3RH1-1YPYv4?ext=jpg"",""type"":""image/jpeg""}]","Fracture","Fracture"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 5147","[0,100]","SOLGods","https://arweave.net/BS73ZE6ssKWtWoN6sJHyVXJJ1DFMGUxW4k8uVon_kwE","[1,0]",true,"B3mwnb3tQSmW7itF16jGWrwx5LgGAz3y8JJJHAaoHfR1",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/B3mwnb3tQSmW7itF16jGWrwx5LgGAz3y8JJJHAaoHfR1","SOLGods 5147","SOLGods",,500,"https://www.arweave.net/L2K6e-BODruXDhVfgbYuTHH6A5MGcBcJOU4n9hULEBo?ext=png","[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""Grey""},{""trait_type"":""Torso"",""value"":""Antichrist Chain""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Face"",""value"":""Pipe""},{""trait_type"":""Head"",""value"":""Bowler""}]","[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]",,"[{""uri"":""https://www.arweave.net/L2K6e-BODruXDhVfgbYuTHH6A5MGcBcJOU4n9hULEBo?ext=png"",""type"":""image/png""}]","SOLGods","SOLGods"
"[""FCwto7kq8YZJ7Dpuf5tT8JY8McKX7yTMfVLmPBfKBjX8"",""4kovSxtW7oZ3J12VpUAV6JLBydebvLUV7ZYSAfndQr6E""]","Tired Turtle #219","[0,100]","TT","https://arweave.net/WW4wJMPdmMEvg-2BaiSljk6BUGTr2fXbDBJYl4XrQGE","[1,0]",true,"GX74McjFfMQYg1Sxv96NupGuMbCfk4mHVGgZYEFzbWzW",true,"4kovSxtW7oZ3J12VpUAV6JLBydebvLUV7ZYSAfndQr6E","https://explorer.solana.com/address/GX74McjFfMQYg1Sxv96NupGuMbCfk4mHVGgZYEFzbWzW","Tired Turtle #219","TT","2500 Tired Turtles chilling on Solana Beach",420,"https://www.arweave.net/iaC9mFyMF7IlVkUbIFEFU-xYNufQTh4URr99X0PUG9Y?ext=png","[{""trait_type"":""Background"",""value"":""red""},{""trait_type"":""Skin"",""value"":""Mamma Mia Blue""},{""trait_type"":""Earring"",""value"":""Gold""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Thug Black""},{""trait_type"":""Head"",""value"":""Blue Doorag""}]","[{""address"":""4kovSxtW7oZ3J12VpUAV6JLBydebvLUV7ZYSAfndQr6E"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/iaC9mFyMF7IlVkUbIFEFU-xYNufQTh4URr99X0PUG9Y?ext=png"",""type"":""image/png""}]","Tired Turtles gen #1","Tired Turtles"
